"","species","plot","endo_01","id","original","endo_status_from_check","birth","year_t","age","size_t","flw_count_t","mean_spike_t","year_t1","surv_t1","size_t1","flw_count_t1","mean_spike_t1"
"22115","POSY",13,1,"13_306",0,NA,2014,2014,0,1,0,NA,2015,1,4,0,NA
"22116","POSY",13,1,"13_306",0,NA,2014,2015,1,4,0,NA,2016,1,3,0,NA
"22117","POSY",13,1,"13_306",0,NA,2014,2016,2,3,0,NA,2017,0,NA,NA,NA
"22118","POSY",13,1,"13_307",0,NA,2014,2014,0,1,0,NA,2015,1,17,0,NA
"22119","POSY",13,1,"13_307",0,NA,2014,2015,1,17,0,NA,2016,1,2,0,NA
"22120","POSY",13,1,"13_307",0,NA,2014,2016,2,2,0,NA,2017,1,1,0,NA
"22121","POSY",13,1,"13_307",0,NA,2014,2017,3,1,0,NA,2018,0,NA,NA,NA
"22122","POSY",13,1,"13_308",0,NA,2014,2014,0,1,0,NA,2015,0,NA,NA,NA
"22123","POSY",13,1,"13_309",0,NA,2014,2014,0,1,0,NA,2015,1,5,0,NA
"22124","POSY",13,1,"13_309",0,NA,2014,2015,1,5,0,NA,2016,0,NA,NA,NA
"22125","POSY",13,1,"13_31",0,NA,2010,2010,0,1,0,NA,2011,0,NA,NA,NA
"22126","POSY",13,1,"13_31.5",0,NA,2011,2011,0,1,0,NA,2012,0,NA,NA,NA
"22127","POSY",13,1,"13_310",0,NA,2014,2014,0,1,0,NA,2015,1,8,0,NA
"22128","POSY",13,1,"13_310",0,NA,2014,2015,1,8,0,NA,2016,0,NA,NA,NA
"22129","POSY",13,1,"13_311",0,NA,2014,2014,0,1,0,NA,2015,1,4,1,33
"22130","POSY",13,1,"13_311",0,NA,2014,2015,1,4,1,33,2016,1,6,1,28
"22131","POSY",13,1,"13_311",0,NA,2014,2016,2,6,1,28,2017,1,9,1,62
"22132","POSY",13,1,"13_311",0,NA,2014,2017,3,9,1,62,2018,0,NA,NA,NA
"22133","POSY",13,1,"13_312",0,NA,2014,2014,0,1,0,NA,2015,1,5,0,NA
"22134","POSY",13,1,"13_312",0,NA,2014,2015,1,5,0,NA,2016,0,NA,NA,NA
"22135","POSY",13,1,"13_313",0,NA,2014,2014,0,1,0,NA,2015,1,2,0,NA
"22136","POSY",13,1,"13_313",0,NA,2014,2015,1,2,0,NA,2016,0,NA,NA,NA
"22137","POSY",13,1,"13_314",0,NA,2014,2014,0,1,0,NA,2015,1,3,0,NA
"22138","POSY",13,1,"13_314",0,NA,2014,2015,1,3,0,NA,2016,0,NA,NA,NA
"22139","POSY",13,1,"13_315",0,NA,2014,2014,0,1,0,NA,2015,1,6,0,NA
"22140","POSY",13,1,"13_315",0,NA,2014,2015,1,6,0,NA,2016,0,NA,NA,NA
"22141","POSY",13,1,"13_316",0,NA,2014,2014,0,1,0,NA,2015,1,3,0,NA
"22142","POSY",13,1,"13_316",0,NA,2014,2015,1,3,0,NA,2016,0,NA,NA,NA
"22143","POSY",13,1,"13_317",0,NA,2014,2014,0,1,0,NA,2015,0,NA,NA,NA
"22144","POSY",13,1,"13_318",0,NA,2014,2014,0,1,0,NA,2015,1,4,0,NA
"22145","POSY",13,1,"13_318",0,NA,2014,2015,1,4,0,NA,2016,0,NA,NA,NA
"22146","POSY",13,1,"13_319",0,NA,2014,2014,0,1,0,NA,2015,0,NA,NA,NA
"22147","POSY",13,1,"13_32",0,NA,2010,2010,0,1,0,NA,2011,0,NA,NA,NA
"22148","POSY",13,1,"13_32.5",0,NA,2011,2011,0,1,0,NA,2012,0,NA,NA,NA
"22149","POSY",13,1,"13_320",0,NA,2014,2014,0,1,0,NA,2015,0,NA,NA,NA
"22150","POSY",13,1,"13_321",0,NA,2014,2014,0,1,0,NA,2015,1,5,0,NA
"22151","POSY",13,1,"13_321",0,NA,2014,2015,1,5,0,NA,2016,0,NA,NA,NA
"22152","POSY",13,1,"13_322",0,NA,2014,2014,0,1,0,NA,2015,1,1,0,NA
"22153","POSY",13,1,"13_322",0,NA,2014,2015,1,1,0,NA,2016,0,NA,NA,NA
"22154","POSY",13,1,"13_323",0,NA,2014,2014,0,1,0,NA,2015,1,3,0,NA
"22155","POSY",13,1,"13_323",0,NA,2014,2015,1,3,0,NA,2016,0,NA,NA,NA
"22156","POSY",13,1,"13_324",0,NA,2014,2014,0,1,0,NA,2015,0,NA,NA,NA
"22157","POSY",13,1,"13_325",0,NA,2014,2014,0,1,0,NA,2015,0,NA,NA,NA
"22158","POSY",13,1,"13_326",0,NA,2014,2014,0,1,0,NA,2015,0,NA,NA,NA
"22159","POSY",13,1,"13_327",0,NA,2014,2014,0,1,0,NA,2015,1,3,0,NA
"22160","POSY",13,1,"13_327",0,NA,2014,2015,1,3,0,NA,2016,0,NA,NA,NA
"22161","POSY",13,1,"13_328",0,NA,2014,2014,0,1,0,NA,2015,0,NA,NA,NA
"22162","POSY",13,1,"13_329",0,NA,2014,2014,0,1,0,NA,2015,0,NA,NA,NA
"22163","POSY",13,1,"13_33",0,NA,2010,2010,0,1,0,NA,2011,0,NA,NA,NA
"22164","POSY",13,1,"13_33.5",0,NA,2011,2011,0,1,0,NA,2012,0,NA,NA,NA
"22165","POSY",13,1,"13_330",0,NA,2014,2014,0,1,0,NA,2015,1,5,0,NA
"22166","POSY",13,1,"13_330",0,NA,2014,2015,1,5,0,NA,2016,0,NA,NA,NA
"22167","POSY",13,1,"13_331",0,NA,2014,2014,0,1,0,NA,2015,1,5,0,NA
"22168","POSY",13,1,"13_331",0,NA,2014,2015,1,5,0,NA,2016,0,NA,NA,NA
"22169","POSY",13,1,"13_332",0,NA,2014,2014,0,1,0,NA,2015,1,11,1,51
"22170","POSY",13,1,"13_332",0,NA,2014,2015,1,11,1,51,2016,0,NA,NA,NA
"22171","POSY",13,1,"13_333",0,NA,2014,2014,0,1,0,NA,2015,1,17,0,NA
"22172","POSY",13,1,"13_333",0,NA,2014,2015,1,17,0,NA,2016,0,NA,NA,NA
"22173","POSY",13,1,"13_334",0,NA,2014,2014,0,1,0,NA,2015,1,6,0,NA
"22174","POSY",13,1,"13_334",0,NA,2014,2015,1,6,0,NA,2016,0,NA,NA,NA
"22175","POSY",13,1,"13_335",0,NA,2015,2015,0,1,0,NA,2016,0,NA,NA,NA
"22176","POSY",13,1,"13_336",0,NA,2015,2015,0,1,0,NA,2016,0,NA,NA,NA
"22177","POSY",13,1,"13_337",0,NA,2015,2015,0,1,0,NA,2016,0,NA,NA,NA
"22178","POSY",13,1,"13_338",0,NA,2015,2015,0,1,0,NA,2016,0,NA,NA,NA
"22179","POSY",13,1,"13_339",0,NA,2015,2015,0,1,0,NA,2016,0,NA,NA,NA
"22180","POSY",13,1,"13_34",0,NA,2010,2010,0,2,0,NA,2011,0,NA,NA,NA
"22181","POSY",13,1,"13_34.5",0,NA,2011,2011,0,1,0,NA,2012,0,NA,NA,NA
"22182","POSY",13,1,"13_340",0,NA,2015,2015,0,1,0,NA,2016,0,NA,NA,NA
"22183","POSY",13,1,"13_341",0,NA,2015,2015,0,1,0,NA,2016,1,9,5,59.3333333333333
"22184","POSY",13,1,"13_341",0,NA,2015,2016,1,9,5,59.3333333333333,2017,1,16,6,30.3333333333333
"22185","POSY",13,1,"13_341",0,NA,2015,2017,2,16,6,30.3333333333333,2018,1,8,0,NA
"22186","POSY",13,1,"13_342",0,NA,2015,2015,0,1,0,NA,2016,0,NA,NA,NA
"22187","POSY",13,1,"13_343",0,NA,2015,2015,0,1,0,NA,2016,0,NA,NA,NA
"22188","POSY",13,1,"13_344",0,NA,2015,2015,0,1,0,NA,2016,1,2,0,NA
"22189","POSY",13,1,"13_344",0,NA,2015,2016,1,2,0,NA,2017,0,NA,NA,NA
"22190","POSY",13,1,"13_345",0,NA,2015,2015,0,1,0,NA,2016,0,NA,NA,NA
"22191","POSY",13,1,"13_346",0,NA,2015,2015,0,1,0,NA,2016,0,NA,NA,NA
"22192","POSY",13,1,"13_347",0,NA,2015,2015,0,1,0,NA,2016,1,4,0,NA
"22193","POSY",13,1,"13_347",0,NA,2015,2016,1,4,0,NA,2017,0,NA,NA,NA
"22194","POSY",13,1,"13_348",0,NA,2015,2015,0,1,0,NA,2016,1,11,3,37.6666666666667
"22195","POSY",13,1,"13_348",0,NA,2015,2016,1,11,3,37.6666666666667,2017,1,8,2,61.5
"22196","POSY",13,1,"13_348",0,NA,2015,2017,2,8,2,61.5,2018,0,NA,NA,NA
"22197","POSY",13,1,"13_349",0,NA,2015,2015,0,1,0,NA,2016,1,4,0,NA
"22198","POSY",13,1,"13_349",0,NA,2015,2016,1,4,0,NA,2017,1,2,0,NA
"22199","POSY",13,1,"13_349",0,NA,2015,2017,2,2,0,NA,2018,0,NA,NA,NA
"22200","POSY",13,1,"13_35",0,NA,2010,2010,0,1,0,NA,2011,0,NA,NA,NA
"22201","POSY",13,1,"13_35.5",0,NA,2011,2011,0,1,0,NA,2012,0,NA,NA,NA
"22202","POSY",13,1,"13_350",0,NA,2015,2015,0,1,0,NA,2016,1,2,0,NA
"22203","POSY",13,1,"13_350",0,NA,2015,2016,1,2,0,NA,2017,0,NA,NA,NA
"22204","POSY",13,1,"13_351",0,NA,2015,2015,0,1,0,NA,2016,0,NA,NA,NA
"22205","POSY",13,1,"13_352",0,NA,2015,2015,0,1,0,NA,2016,0,NA,NA,NA
"22206","POSY",13,1,"13_353",0,NA,2015,2015,0,1,0,NA,2016,0,NA,NA,NA
"22207","POSY",13,1,"13_354",0,NA,2015,2015,0,1,0,NA,2016,0,NA,NA,NA
"22208","POSY",13,1,"13_355",0,NA,2015,2015,0,1,0,NA,2016,0,NA,NA,NA
"22209","POSY",13,1,"13_356",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22210","POSY",13,1,"13_356",0,NA,2016,2016,0,1,0,NA,2017,0,NA,NA,NA
"22211","POSY",13,1,"13_357",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22212","POSY",13,1,"13_357",0,NA,2016,2016,0,1,0,NA,2017,0,NA,NA,NA
"22213","POSY",13,1,"13_358",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22214","POSY",13,1,"13_358",0,NA,2016,2016,0,1,0,NA,2017,1,12,1,59
"22215","POSY",13,1,"13_358",0,NA,2016,2017,1,12,1,59,2018,0,NA,NA,NA
"22216","POSY",13,1,"13_359",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22217","POSY",13,1,"13_359",0,NA,2016,2016,0,1,0,NA,2017,1,1,0,NA
"22218","POSY",13,1,"13_359",0,NA,2016,2017,1,1,0,NA,2018,0,NA,NA,NA
"22219","POSY",13,1,"13_36",0,NA,2010,2010,0,14,0,NA,2011,0,NA,NA,NA
"22220","POSY",13,1,"13_36.5",0,NA,2011,2011,0,1,0,NA,2012,0,NA,NA,NA
"22221","POSY",13,1,"13_360",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22222","POSY",13,1,"13_360",0,NA,2016,2016,0,1,0,NA,2017,1,1,0,NA
"22223","POSY",13,1,"13_360",0,NA,2016,2017,1,1,0,NA,2018,1,1,0,NA
"22224","POSY",13,1,"13_361",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22225","POSY",13,1,"13_361",0,NA,2016,2016,0,1,0,NA,2017,0,NA,NA,NA
"22226","POSY",13,1,"13_362",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22227","POSY",13,1,"13_362",0,NA,2016,2016,0,1,0,NA,2017,0,NA,NA,NA
"22228","POSY",13,1,"13_363",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22229","POSY",13,1,"13_363",0,NA,2016,2016,0,1,0,NA,2017,0,NA,NA,NA
"22230","POSY",13,1,"13_364",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22231","POSY",13,1,"13_364",0,NA,2016,2016,0,1,0,NA,2017,0,NA,NA,NA
"22232","POSY",13,1,"13_365",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22233","POSY",13,1,"13_365",0,NA,2016,2016,0,1,0,NA,2017,1,1,0,NA
"22234","POSY",13,1,"13_365",0,NA,2016,2017,1,1,0,NA,2018,0,NA,NA,NA
"22235","POSY",13,1,"13_366",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22236","POSY",13,1,"13_366",0,NA,2016,2016,0,1,0,NA,2017,0,NA,NA,NA
"22237","POSY",13,1,"13_367",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22238","POSY",13,1,"13_367",0,NA,2016,2016,0,1,0,NA,2017,0,NA,NA,NA
"22239","POSY",13,1,"13_368",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22240","POSY",13,1,"13_368",0,NA,2016,2016,0,1,0,NA,2017,0,NA,NA,NA
"22241","POSY",13,1,"13_369",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22242","POSY",13,1,"13_369",0,NA,2016,2016,0,1,0,NA,2017,0,NA,NA,NA
"22243","POSY",13,1,"13_37",0,NA,2010,2010,0,1,0,NA,2011,0,NA,NA,NA
"22244","POSY",13,1,"13_37.5",0,NA,2011,2011,0,1,0,NA,2012,0,NA,NA,NA
"22245","POSY",13,1,"13_370",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22246","POSY",13,1,"13_370",0,NA,2016,2016,0,1,0,NA,2017,1,1,0,NA
"22247","POSY",13,1,"13_370",0,NA,2016,2017,1,1,0,NA,2018,0,NA,NA,NA
"22248","POSY",13,1,"13_371",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22249","POSY",13,1,"13_371",0,NA,2016,2016,0,1,0,NA,2017,1,1,0,NA
"22250","POSY",13,1,"13_371",0,NA,2016,2017,1,1,0,NA,2018,1,1,0,NA
"22251","POSY",13,1,"13_372",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22252","POSY",13,1,"13_372",0,NA,2016,2016,0,1,0,NA,2017,1,1,0,NA
"22253","POSY",13,1,"13_372",0,NA,2016,2017,1,1,0,NA,2018,0,NA,NA,NA
"22254","POSY",13,1,"13_373",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22255","POSY",13,1,"13_373",0,NA,2016,2016,0,1,0,NA,2017,1,1,0,NA
"22256","POSY",13,1,"13_373",0,NA,2016,2017,1,1,0,NA,2018,1,1,0,NA
"22257","POSY",13,1,"13_374",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22258","POSY",13,1,"13_374",0,NA,2016,2016,0,1,0,NA,2017,1,1,0,NA
"22259","POSY",13,1,"13_374",0,NA,2016,2017,1,1,0,NA,2018,0,NA,NA,NA
"22260","POSY",13,1,"13_375",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22261","POSY",13,1,"13_375",0,NA,2016,2016,0,1,0,NA,2017,1,1,0,NA
"22262","POSY",13,1,"13_375",0,NA,2016,2017,1,1,0,NA,2018,1,1,0,NA
"22263","POSY",13,1,"13_376",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22264","POSY",13,1,"13_376",0,NA,2016,2016,0,1,0,NA,2017,1,4,0,NA
"22265","POSY",13,1,"13_376",0,NA,2016,2017,1,4,0,NA,2018,0,NA,NA,NA
"22266","POSY",13,1,"13_377",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22267","POSY",13,1,"13_377",0,NA,2016,2016,0,1,0,NA,2017,1,1,0,NA
"22268","POSY",13,1,"13_377",0,NA,2016,2017,1,1,0,NA,2018,0,NA,NA,NA
"22269","POSY",13,1,"13_378",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22270","POSY",13,1,"13_378",0,NA,2016,2016,0,1,0,NA,2017,1,1,0,NA
"22271","POSY",13,1,"13_378",0,NA,2016,2017,1,1,0,NA,2018,0,NA,NA,NA
"22272","POSY",13,1,"13_379",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22273","POSY",13,1,"13_379",0,NA,2016,2016,0,1,0,NA,2017,1,1,0,NA
"22274","POSY",13,1,"13_379",0,NA,2016,2017,1,1,0,NA,2018,0,NA,NA,NA
"22275","POSY",13,1,"13_38",0,NA,2010,2010,0,1,0,NA,2011,0,NA,NA,NA
"22276","POSY",13,1,"13_38.5",0,NA,2011,2011,0,1,0,NA,2012,0,NA,NA,NA
"22277","POSY",13,1,"13_380",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22278","POSY",13,1,"13_380",0,NA,2016,2016,0,1,0,NA,2017,0,NA,NA,NA
"22279","POSY",13,1,"13_381",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22280","POSY",13,1,"13_381",0,NA,2016,2016,0,1,0,NA,2017,0,NA,NA,NA
"22281","POSY",13,1,"13_382",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22282","POSY",13,1,"13_382",0,NA,2016,2016,0,1,0,NA,2017,0,NA,NA,NA
"22283","POSY",13,1,"13_383",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22284","POSY",13,1,"13_383",0,NA,2016,2016,0,1,0,NA,2017,0,NA,NA,NA
"22285","POSY",13,1,"13_384",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22286","POSY",13,1,"13_384",0,NA,2016,2016,0,1,0,NA,2017,0,NA,NA,NA
"22287","POSY",13,1,"13_385",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22288","POSY",13,1,"13_385",0,NA,2016,2016,0,1,0,NA,2017,0,NA,NA,NA
"22289","POSY",13,1,"13_386",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22290","POSY",13,1,"13_386",0,NA,2016,2016,0,1,0,NA,2017,0,NA,NA,NA
"22291","POSY",13,1,"13_387",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22292","POSY",13,1,"13_387",0,NA,2016,2016,0,1,0,NA,2017,1,1,0,NA
"22293","POSY",13,1,"13_387",0,NA,2016,2017,1,1,0,NA,2018,0,NA,NA,NA
"22294","POSY",13,1,"13_388",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22295","POSY",13,1,"13_388",0,NA,2016,2016,0,1,0,NA,2017,0,NA,NA,NA
"22296","POSY",13,1,"13_389",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22297","POSY",13,1,"13_389",0,NA,2016,2016,0,1,0,NA,2017,0,NA,NA,NA
"22298","POSY",13,1,"13_39",0,NA,2010,2010,0,1,0,NA,2011,0,NA,NA,NA
"22299","POSY",13,1,"13_39.5",0,NA,2011,2011,0,1,0,NA,2012,0,NA,NA,NA
"22300","POSY",13,1,"13_390",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22301","POSY",13,1,"13_390",0,NA,2016,2016,0,1,0,NA,2017,0,NA,NA,NA
"22302","POSY",13,1,"13_391",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22303","POSY",13,1,"13_391",0,NA,2016,2016,0,1,0,NA,2017,0,NA,NA,NA
"22304","POSY",13,1,"13_392",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22305","POSY",13,1,"13_392",0,NA,2016,2016,0,1,0,NA,2017,0,NA,NA,NA
"22306","POSY",13,1,"13_393",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22307","POSY",13,1,"13_393",0,NA,2016,2016,0,1,0,NA,2017,0,NA,NA,NA
"22308","POSY",13,1,"13_394",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22309","POSY",13,1,"13_394",0,NA,2016,2016,0,1,0,NA,2017,0,NA,NA,NA
"22310","POSY",13,1,"13_395",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22311","POSY",13,1,"13_395",0,NA,2016,2016,0,1,0,NA,2017,1,1,0,NA
"22312","POSY",13,1,"13_395",0,NA,2016,2017,1,1,0,NA,2018,1,1,0,NA
"22313","POSY",13,1,"13_396",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22314","POSY",13,1,"13_396",0,NA,2016,2016,0,1,0,NA,2017,0,NA,NA,NA
"22315","POSY",13,1,"13_397",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22316","POSY",13,1,"13_397",0,NA,2016,2016,0,1,0,NA,2017,0,NA,NA,NA
"22317","POSY",13,1,"13_398",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22318","POSY",13,1,"13_398",0,NA,2016,2016,0,1,0,NA,2017,0,NA,NA,NA
"22319","POSY",13,1,"13_399",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22320","POSY",13,1,"13_399",0,NA,2016,2016,0,1,0,NA,2017,0,NA,NA,NA
"22321","POSY",13,1,"13_4",0,NA,2009,2009,0,1,0,NA,2010,1,4,0,NA
"22322","POSY",13,1,"13_4",0,NA,2009,2010,1,4,0,NA,2011,0,NA,NA,NA
"22323","POSY",13,1,"13_4.5",0,NA,2009,2009,0,1,0,NA,2010,1,5,0,NA
"22324","POSY",13,1,"13_4.5",0,NA,2009,2010,1,5,0,NA,2011,0,NA,NA,NA
"22325","POSY",13,1,"13_40",0,NA,2010,2010,0,1,0,NA,2011,0,NA,NA,NA
"22326","POSY",13,1,"13_40.5",0,NA,2011,2011,0,1,0,NA,2012,0,NA,NA,NA
"22327","POSY",13,1,"13_400",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22328","POSY",13,1,"13_400",0,NA,2016,2016,0,1,0,NA,2017,1,1,0,NA
"22329","POSY",13,1,"13_400",0,NA,2016,2017,1,1,0,NA,2018,0,NA,NA,NA
"22330","POSY",13,1,"13_401",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22331","POSY",13,1,"13_401",0,NA,2016,2016,0,1,0,NA,2017,0,NA,NA,NA
"22332","POSY",13,1,"13_402",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22333","POSY",13,1,"13_402",0,NA,2016,2016,0,1,0,NA,2017,1,2,0,NA
"22334","POSY",13,1,"13_402",0,NA,2016,2017,1,2,0,NA,2018,1,2,0,NA
"22335","POSY",13,1,"13_403",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22336","POSY",13,1,"13_403",0,NA,2016,2016,0,1,0,NA,2017,0,NA,NA,NA
"22337","POSY",13,1,"13_404",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22338","POSY",13,1,"13_404",0,NA,2016,2016,0,1,0,NA,2017,0,NA,NA,NA
"22339","POSY",13,1,"13_405",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22340","POSY",13,1,"13_405",0,NA,2016,2016,0,1,0,NA,2017,1,3,0,NA
"22341","POSY",13,1,"13_405",0,NA,2016,2017,1,3,0,NA,2018,1,1,0,NA
"22342","POSY",13,1,"13_406",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22343","POSY",13,1,"13_406",0,NA,2016,2016,0,1,0,NA,2017,1,1,0,NA
"22344","POSY",13,1,"13_406",0,NA,2016,2017,1,1,0,NA,2018,0,NA,NA,NA
"22345","POSY",13,1,"13_407",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22346","POSY",13,1,"13_407",0,NA,2016,2016,0,1,0,NA,2017,1,1,0,NA
"22347","POSY",13,1,"13_407",0,NA,2016,2017,1,1,0,NA,2018,1,1,0,NA
"22348","POSY",13,1,"13_408",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22349","POSY",13,1,"13_408",0,NA,2016,2016,0,1,0,NA,2017,0,NA,NA,NA
"22350","POSY",13,1,"13_409",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22351","POSY",13,1,"13_409",0,NA,2016,2016,0,1,0,NA,2017,1,1,0,NA
"22352","POSY",13,1,"13_409",0,NA,2016,2017,1,1,0,NA,2018,0,NA,NA,NA
"22353","POSY",13,1,"13_41",0,NA,2010,2010,0,1,0,NA,2011,0,NA,NA,NA
"22354","POSY",13,1,"13_41.5",0,NA,2011,2011,0,1,0,NA,2012,0,NA,NA,NA
"22355","POSY",13,1,"13_410",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22356","POSY",13,1,"13_410",0,NA,2016,2016,0,1,0,NA,2017,0,NA,NA,NA
"22357","POSY",13,1,"13_411",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22358","POSY",13,1,"13_411",0,NA,2016,2016,0,1,0,NA,2017,0,NA,NA,NA
"22359","POSY",13,1,"13_412",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22360","POSY",13,1,"13_412",0,NA,2016,2016,0,1,0,NA,2017,1,6,1,36
"22361","POSY",13,1,"13_412",0,NA,2016,2017,1,6,1,36,2018,1,1,0,NA
"22362","POSY",13,1,"13_413",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22363","POSY",13,1,"13_413",0,NA,2016,2016,0,1,0,NA,2017,0,NA,NA,NA
"22364","POSY",13,1,"13_414",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22365","POSY",13,1,"13_414",0,NA,2016,2016,0,1,0,NA,2017,0,NA,NA,NA
"22366","POSY",13,1,"13_415",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22367","POSY",13,1,"13_415",0,NA,2016,2016,0,1,0,NA,2017,0,NA,NA,NA
"22368","POSY",13,1,"13_416",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22369","POSY",13,1,"13_416",0,NA,2016,2016,0,1,0,NA,2017,0,NA,NA,NA
"22370","POSY",13,1,"13_417",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22371","POSY",13,1,"13_417",0,NA,2016,2016,0,1,0,NA,2017,1,1,0,NA
"22372","POSY",13,1,"13_417",0,NA,2016,2017,1,1,0,NA,2018,1,1,0,NA
"22373","POSY",13,1,"13_418",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22374","POSY",13,1,"13_418",0,NA,2016,2016,0,1,0,NA,2017,0,NA,NA,NA
"22375","POSY",13,1,"13_419",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22376","POSY",13,1,"13_419",0,NA,2016,2016,0,1,0,NA,2017,0,NA,NA,NA
"22377","POSY",13,1,"13_42",0,NA,2010,2010,0,1,0,NA,2011,0,NA,NA,NA
"22378","POSY",13,1,"13_42.5",0,NA,2011,2011,0,1,0,NA,2012,0,NA,NA,NA
"22379","POSY",13,1,"13_420",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22380","POSY",13,1,"13_420",0,NA,2016,2016,0,1,0,NA,2017,1,1,0,NA
"22381","POSY",13,1,"13_420",0,NA,2016,2017,1,1,0,NA,2018,1,1,0,NA
"22382","POSY",13,1,"13_421",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22383","POSY",13,1,"13_421",0,NA,2016,2016,0,1,0,NA,2017,0,NA,NA,NA
"22384","POSY",13,1,"13_422",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22385","POSY",13,1,"13_422",0,NA,2016,2016,0,1,0,NA,2017,0,NA,NA,NA
"22386","POSY",13,1,"13_423",0,NA,2016,2015,-1,NA,NA,NA,2016,1,1,0,NA
"22387","POSY",13,1,"13_423",0,NA,2016,2016,0,1,0,NA,2017,0,NA,NA,NA
